product_name,category,price,description_raw,url
PURE,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/pure/
NORTHWEST,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/northwest/
PASHA,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/pasha/
MARKED,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/marked/
ROSE,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/rose/
ROOPA,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/roopa/
ELEVEN,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/eleven/
ROOKA,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/rooka/
TRAP,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/trap/
PIAAZ,Accessories,N/A,Cotton Lycra Skull Cap,https://solbiatosport.com/product/piaaz/
